,0
2027,9.0
2028,10.0
2029,6.0
2030,9.0
2031,6.0
2032,8.0
2033,6.0
2034,10.0
2035,16.0
2036,8.0
2037,12.0
2038,14.0
2039,10.0
2040,10.0
2041,13.0
2042,14.0
2043,8.0
2044,8.0
2045,13.0
2046,9.0
2047,8.0
2048,13.0
2049,14.0
2050,12.0
2051,10.0
2052,5.0
2053,12.0
2054,15.0
2055,14.0
2056,11.0
2057,17.0
2058,8.0
2059,11.0
2060,6.0
2061,14.0
2062,14.0
2063,14.0
2064,12.0
2065,11.0
2066,6.0
2067,16.0
2068,15.0
2069,10.0
2070,12.0
2071,16.0
2072,8.0
2073,11.0
2074,6.0
2075,10.0
2076,10.0
2077,11.0
2078,16.0
2079,14.0
2080,15.0
2081,13.0
2082,9.0
2083,15.0
2084,15.0
2085,16.0
2086,22.0
2087,6.0
2088,12.0
2089,12.0
2090,6.0
2091,15.0
2092,14.0
2093,13.0
2094,12.0
2095,9.0
2096,6.0
2097,14.0
2098,12.0
2099,13.0
2100,9.0
2101,4.0
2102,16.0
2103,4.0
2104,7.0
2105,10.0
2106,6.0
2107,6.0
2108,9.0
2109,15.0
2110,18.0
2111,10.0
2112,6.0
2113,14.0
2114,14.0
2115,5.0
2116,11.0
2117,18.0
2118,11.0
2119,8.0
2120,5.0
2121,14.0
2122,4.0
2123,16.0
2124,11.0
2125,15.0
2126,21.0
2127,15.0
2128,18.0
2129,12.0
2130,17.0
2131,15.0
2132,14.0
2133,14.0
2134,12.0
2135,11.0
2136,19.0
2137,19.0
2138,11.0
2139,15.0
